id;tweets;date;user_location;img_url;media_type;likes;retweets;texto_limpio;links;hashtags;mentions;emojis;hora;pp;cluster;sentiment
1400220762561298435;"Lo que pasa con Lana Rhoades es de un pajerismo impresionante. Cómo pueden pensar que una actriz porno no puede formar pareja y querer tener hijos? Entiendo los chistes pero algunos comentarios son de fans enfermos. 
Pobre Belle Delphine cuando quiera tener familia";2021-06-02 22:40:19;Córdoba, Argentina;;;4;0;"Lo que pasa con Lana Rhoades es de un pajerismo impresionante. Cómo pueden pensar que una actriz porno no puede formar pareja y querer tener hijos? Entiendo los chistes pero algunos comentarios son de fans enfermos. 
Pobre Belle Delphine cuando quiera tener familia";[];[];[];[];2021-06-02 22:00:00;pasa pajerismo impresionante cómo pueden pensar actriz porno puede formar pareja querer tener hijos entiendo chistes comentarios fans enfermos pobre belle delphine quiera tener familia;1;0,0
1400220656709652480;Yo al enterarme que Lana Rhoades está embarazada https://t.co/4oYFjvltcJ;2021-06-02 22:39:54;Atlas, Paradero ;http://pbs.twimg.com/media/E26VRFTXEAQD05z.jpg;photo;9;2;Yo al enterarme que Lana Rhoades está embarazada ;['https://t.co/4oYFjvltcJ'];[];[];[];2021-06-02 22:00:00;enterarme embarazada;1;0,256
1400219518560055297;"Vamos a cambiar a Emerson por ""Sabaly"". Algo así como estar con Lana Rhoades y acabar con Isabel Pantoja. Tócate los cojones https://t.co/Jlp9AH7Myk";2021-06-02 22:35:22;Sevilla, Ciudad del Betis;;;1;0;"Vamos a cambiar a Emerson por ""Sabaly"". Algo así como estar con Lana Rhoades y acabar con Isabel Pantoja. Tócate los cojones ";['https://t.co/Jlp9AH7Myk'];[];[];[];2021-06-02 22:00:00;vamos cambiar emerson sabaly así acabar isabel pantoja tócate cojones;1;0,01
1400219090791321611;digo yo, q pija les importa si lana rhoades está embarazada o si mia khalifa la re pegó como periodista deportiva dioS q pesados pd Mia mi única reina ABOLICIONISTA DE LA PORNOGRAFÍA.;2021-06-02 22:33:40;;;;3;0;digo yo, q pija les importa si lana rhoades está embarazada o si mia khalifa la re pegó como periodista deportiva dioS q pesados pd Mia mi única reina ABOLICIONISTA DE LA PORNOGRAFÍA.;[];[];[];[];2021-06-02 22:00:00;digo q pija importa si embarazada si mia khalifa re pegó periodista deportiva dios q pesados pd mia única reina abolicionista pornografía;1;0,0
1400218413121818627;"Con quien aguantarías mas de 3 min?
Mike Tyson             //        Lana Rhoades https://t.co/Ihso3SFm4a";2021-06-02 22:30:59;Estaojunio ;http://pbs.twimg.com/media/E26TEbrXIAEvSwY.jpg;photo;3;1;"Con quien aguantarías mas de 3 min?
Mike Tyson             //        Lana Rhoades ";['https://t.co/Ihso3SFm4a'];[];[];[];2021-06-02 22:00:00;aguantarías mas min mike tyson;1;0,014
1400218323313377282;@Carlucho1510 Lana Rhoades esta embarazada??? Mi vida no va a ser la misma a partir de ahora😭😭😭;2021-06-02 22:30:37;Santa Clara / Cuba;;;2;0; Lana Rhoades esta embarazada??? Mi vida no va a ser la misma a partir de ahora😭😭😭;[];[];['@Carlucho1510'];['😭', '😭', '😭'];2021-06-02 22:00:00;embarazada vida va ser misma partir ahora;1;0,0
1400214740203458560;Ni que fueras Lana Rhoades. https://t.co/oBKlNHOgiK;2021-06-02 22:16:23;Metropolitana de Santiago, Chi;;;2;0;Ni que fueras Lana Rhoades. ;['https://t.co/oBKlNHOgiK'];[];[];[];2021-06-02 22:00:00;;1;0,03
1400214173095768073;El médico que atienda el parto de Lana Rhoades. https://t.co/cIwoU78aft;2021-06-02 22:14:08;Sión Miguel de Allende  ;http://pbs.twimg.com/media/E26PXZeXwAIhb8-.jpg;photo;5;0;El médico que atienda el parto de Lana Rhoades. ;['https://t.co/cIwoU78aft'];[];[];[];2021-06-02 22:00:00;médico atienda parto;1;0,299
1400213409325592579;"@Ramon_AlvarezMM Ramón enhorabuena por lo de Lana Rhoades 🥰

Serás un gran Padre.";2021-06-02 22:11:06;;;;1;0;" Ramón enhorabuena por lo de Lana Rhoades 🥰

Serás un gran Padre.";[];[];['@Ramon_AlvarezMM'];['🥰'];2021-06-02 22:00:00;ramón enhorabuena gran padre;1;0,739
1400213404472594433;"Algunos seguidores aprovecharon para preguntar si esto significa su salida definitiva de la #industria del #cine para #adultos

https://t.co/TiTF7dTjQk

@AztecaNoticias";2021-06-02 22:11:04;;;;0;0;"Algunos seguidores aprovecharon para preguntar si esto significa su salida definitiva de la  del  para 



";['https://t.co/TiTF7dTjQk'];['#industria', '#cine', '#adultos'];['@AztecaNoticias'];[];2021-06-02 22:00:00;seguidores aprovecharon preguntar si significa salida definitiva;1;0,004
1400213083054878723;Lo siento, no puedo confiar en alguien que presume estar triste por el embarazo de Lana Rhoades.;2021-06-02 22:09:48;Chiriquí, Panamá;;;98;19;Lo siento, no puedo confiar en alguien que presume estar triste por el embarazo de Lana Rhoades.;[];[];[];[];2021-06-02 22:00:00;siento puedo confiar alguien presume triste embarazo;1;0,0
1400212618942550017;"Lana rhoades: anuncia su embarazo
Los pibes: así es amigo voy a ser padre";2021-06-02 22:07:57;Yggdrasil🌳;;;0;0;"Lana rhoades: anuncia su embarazo
Los pibes: así es amigo voy a ser padre";[];[];[];[];2021-06-02 22:00:00;anuncia embarazo pibes así amigo voy ser padre;1;0,02
1400211667871543300;"Nadie:

El hijo de Lana Rhoades al buscar el nombre de su mamá en Internet: https://t.co/QQlj4XyeTq";2021-06-02 22:04:10;Habana, Cuba.;http://pbs.twimg.com/media/E26NFqXX0AE0oEo.jpg;photo;20;0;"Nadie:

El hijo de Lana Rhoades al buscar el nombre de su mamá en Internet: ";['https://t.co/QQlj4XyeTq'];[];[];[];2021-06-02 22:00:00;nadie hijo buscar nombre mamá internet;2;0,0
1400210862477135877;No entiendo xq los heter0s lloran por el embarazo de Lana Rhoades;2021-06-02 22:00:58;;;;0;0;No entiendo xq los heter0s lloran por el embarazo de Lana Rhoades;[];[];[];[];2021-06-02 22:00:00;entiendo xq heter s lloran embarazo;1;0,0
1400209856238342146;"Vi por las redes que ""Lana"" esta embarazada y a todo esto yo creía que era ""Lana Del Rey"" hasta que vi en ig que era Lana Rhoades JAJAJAJAJAJAJAJAJAJAJAJAJ";2021-06-02 21:56:59;Panamá;;;2;0;"Vi por las redes que ""Lana"" esta embarazada y a todo esto yo creía que era ""Lana Del Rey"" hasta que vi en ig que era Lana Rhoades JAJAJAJAJAJAJAJAJAJAJAJAJ";[];[];[];[];2021-06-02 21:00:00;vi redes embarazada creía rey vi ig jajajajajajajajajajajajaj;1;0,0
1400209625530523648;Hola Pollos!! ¡Lana Rhoades está embarazada! Es la noticia del día y que se ha vuelto viral. Lana Rhoades anunció en su cuenta de Instagram a través de la ... https://t.co/qvvGWJummG #guestpost #america #usa https://t.co/YWaBCpF2XH;2021-06-02 21:56:04;phuket;http://pbs.twimg.com/media/E26LO_xVEAEMCJ7.jpg;photo;0;2;Hola Pollos!! ¡Lana Rhoades está embarazada! Es la noticia del día y que se ha vuelto viral. Lana Rhoades anunció en su cuenta de Instagram a través de la ...     ;['https://t.co/qvvGWJummG', 'https://t.co/YWaBCpF2XH'];['#guestpost', '#america', '#usa'];[];[];2021-06-02 21:00:00;hola pollos embarazada noticia día vuelto viral anunció cuenta instagram través;1;0,0
1400209385373286402;Lana Rhoades va a ser madre, imaginad si a su hijo le diera por buscar a su madre en Google,eso sí que es un verdadero problema y no que tu Crush sea de un signo del zodiaco no compatible al tuyo;2021-06-02 21:55:06;;;;1;0;Lana Rhoades va a ser madre, imaginad si a su hijo le diera por buscar a su madre en Google,eso sí que es un verdadero problema y no que tu Crush sea de un signo del zodiaco no compatible al tuyo;[];[];[];[];2021-06-02 21:00:00;va ser madre imaginad si hijo diera buscar madre google verdadero problema crush signo zodiaco compatible;1;0,0
1400206929163702273;El hijo de lana Rhoades xd https://t.co/zNEbpMRHTm;2021-06-02 21:45:21;;http://pbs.twimg.com/media/E26Ix8RWYAQkVyk.jpg;photo;3;0;El hijo de lana Rhoades xd ;['https://t.co/zNEbpMRHTm'];[];[];[];2021-06-02 21:00:00;hijo xd;2;0,363
1400205248631877633;LANA RHOADES ESTA EMBARAZADA;2021-06-02 21:38:40;;;;0;0;LANA RHOADES ESTA EMBARAZADA;[];[];[];[];2021-06-02 21:00:00;embarazada;0;0,35
1400204620333473796;@Ramirome4 Ambos están más chupados que lana rhoades?;2021-06-02 21:36:10;;;;0;0; Ambos están más chupados que lana rhoades?;[];[];['@Ramirome4'];[];2021-06-02 21:00:00;ambos chupados;1;0,186
1400204318914060290;@hailmarkus1 Sé que lo de Lana Rhoades te ha puesto triste. A mi también;2021-06-02 21:34:58;Chicago, IL;;;0;0; Sé que lo de Lana Rhoades te ha puesto triste. A mi también;[];[];['@hailmarkus1'];[];2021-06-02 21:00:00;sé puesto triste;1;0,0
1400204013539311620;"Lana Rhoades está embarazada: 
- Ya no hay buenas noches 
- Sólo hay noches 

🙃🙂🙃🙂🙃🙂";2021-06-02 21:33:46;Valencia, España;;;2;0;"Lana Rhoades está embarazada: 
- Ya no hay buenas noches 
- Sólo hay noches 

🙃🙂🙃🙂🙃🙂";[];[];[];['🙃', '🙂', '🙃', '🙂', '🙃', '🙂'];2021-06-02 21:00:00;embarazada buenas noches sólo noches;1;0,019
1400203969239130119;Red flag🚩: que este indignado por el embarazo de Lana Rhoades. Pues??????🤷🏼‍♀️🤷🏼‍♀️??;2021-06-02 21:33:35;;;;8;0;Red flag🚩: que este indignado por el embarazo de Lana Rhoades. Pues??????🤷🏼‍♀️🤷🏼‍♀️??;[];[];[];['🚩', '🤷🏼\u200d♀️', '🤷🏼\u200d♀️'];2021-06-02 21:00:00;red flag indignado embarazo pues;1;0,01
1400203661326929920;por qué se enojan de que Lana Rhoades esté embarazada? creían que les iba a hacer caso?;2021-06-02 21:32:22;;;;4;0;por qué se enojan de que Lana Rhoades esté embarazada? creían que les iba a hacer caso?;[];[];[];[];2021-06-02 21:00:00;enojan embarazada creían iba hacer caso;1;0,0
1400203053060530197;sabes que lana Rhoades esta embarazada no?;2021-06-02 21:29:57;perdido en los Pirineos;;;0;0;sabes que lana Rhoades esta embarazada no?;[];[];[];[];2021-06-02 21:00:00;sabes embarazada;1;0,063
1400202100961910788;Ya me joderia ser el hijo de Lana Rhoades;2021-06-02 21:26:10;San Cristóbal de la Laguna, Es;;;7;0;Ya me joderia ser el hijo de Lana Rhoades;[];[];[];[];2021-06-02 21:00:00;joderia ser hijo;2;0,024
1400201058442481664;¡Awww! El grato mensaje con el que Lana Rhoades anunció llegada de la cigüeña (Foto) https://t.co/OyQKeLkn5D         ·;2021-06-02 21:22:01;Venezuela;;;1;1;¡Awww! El grato mensaje con el que Lana Rhoades anunció llegada de la cigüeña (Foto)          ·;['https://t.co/OyQKeLkn5D'];[];[];[];2021-06-02 21:00:00;awww grato mensaje anunció llegada cigüeña foto;1;0,04
1400199645796737026;Lana Rhoades embarazada, culpa de Petro 😫😫;2021-06-02 21:16:24;Málaga, España;;;0;0;Lana Rhoades embarazada, culpa de Petro 😫😫;[];[];[];['😫', '😫'];2021-06-02 21:00:00;embarazada culpa petro;1;0,141
1400199554390188032;"Nadie:
El hijo de Lana rhoades: https://t.co/0UAiX273dy";2021-06-02 21:16:02;@Edran_;http://pbs.twimg.com/media/E26CDgyXIAMJQJh.png;photo;54;2;"Nadie:
El hijo de Lana rhoades: ";['https://t.co/0UAiX273dy'];[];[];[];2021-06-02 21:00:00;nadie hijo;2;0,025
1400198765731102723;pobre el hijo de Lana Rhoades JAJAJAJA https://t.co/FluMaOgI5G;2021-06-02 21:12:54;Argentina;http://pbs.twimg.com/media/E26BQ28XIAE0sYe.jpg;photo;0;0;pobre el hijo de Lana Rhoades JAJAJAJA ;['https://t.co/FluMaOgI5G'];[];[];[];2021-06-02 21:00:00;pobre hijo jajajaja;2;0,022
1400197988438392834;"*Yo ahorrando para la PS5*

Lana Rhoades: vas a ser papá https://t.co/uujC3QDIob";2021-06-02 21:09:49;;http://pbs.twimg.com/media/E26ApYqVUAEzMGO.jpg;photo;2;0;"*Yo ahorrando para la PS5*

Lana Rhoades: vas a ser papá ";['https://t.co/uujC3QDIob'];[];[];[];2021-06-02 21:00:00;ahorrando ps vas ser papá;1;0,095
1400197808087576577;hermana enserio vas a llorar por un chabon que subio la publicacion del embarazo de lana rhoades a sus historias???;2021-06-02 21:09:06;Buenos Aires, Argentina;;;0;0;hermana enserio vas a llorar por un chabon que subio la publicacion del embarazo de lana rhoades a sus historias???;[];[];[];[];2021-06-02 21:00:00;hermana enserio vas llorar chabon subio publicacion embarazo historias;1;0,054
1400196308074381314;@Ieoomessi Leo Messi. Mejor jugador del mundo 🥇 | Esposo de Antonella y Lana Rhoades (tendremos un hijo);2021-06-02 21:03:08;El barco;;;1;0; Leo Messi. Mejor jugador del mundo 🥇 | Esposo de Antonella y Lana Rhoades (tendremos un hijo);[];[];['@Ieoomessi'];['🥇'];2021-06-02 21:00:00;leo messi mejor jugador mundo esposo antonella hijo;1;0,492
1400195850006114309;"@eternaIbrlght 1.Tu no serás el hijo  de ella
2. A el futuro hijo o hija le vale madre lo que pienses de su madre
3. Ella no es ""todas las mujeres violadas"" del porno retorcido que tú vez. Ella es Lana Rhoades, super Estrella en esa industria y por esa razón, tal vez sientan orgullo de su madre";2021-06-02 21:01:19;Venezuela;;;0;0;" 1.Tu no serás el hijo  de ella
2. A el futuro hijo o hija le vale madre lo que pienses de su madre
3. Ella no es ""todas las mujeres violadas"" del porno retorcido que tú vez. Ella es Lana Rhoades, super Estrella en esa industria y por esa razón, tal vez sientan orgullo de su madre";[];[];['@eternaIbrlght'];[];2021-06-02 21:00:00;hijo futuro hijo hija vale madre pienses madre todas mujeres violadas porno retorcido vez super estrella industria razón tal vez sientan orgullo madre;1;0,0
1400195731403706371;Como supiste que soy el hijo de lana rhoades? https://t.co/U2TjtTYpgI;2021-06-02 21:00:51;;http://pbs.twimg.com/media/E25-mB7XwAQLgEa.jpg;photo;3;0;Como supiste que soy el hijo de lana rhoades? ;['https://t.co/U2TjtTYpgI'];[];[];[];2021-06-02 21:00:00;supiste hijo;2;0,041
1400195592505237504;Los hombres bardeando a Lana Rhoades por estar embarazada, dándose EL TUPÉ DE JUZGARLA POR SER MADRE jajsjajsjjs ay dios se me ríen las t3tas ahora falta que se auto proclamen “LOS DUEÑOS DE LA MORAL”;2021-06-02 21:00:18;Mendoza, Argentina;;;3;0;Los hombres bardeando a Lana Rhoades por estar embarazada, dándose EL TUPÉ DE JUZGARLA POR SER MADRE jajsjajsjjs ay dios se me ríen las t3tas ahora falta que se auto proclamen “LOS DUEÑOS DE LA MORAL”;[];[];[];[];2021-06-02 21:00:00;hombres bardeando embarazada dándose tupé juzgarla ser madre jajsjajsjjs ay dios ríen t tas ahora falta auto proclamen dueños moral;1;0,0
1400194354749263875;"Ya la perdí 💔 y por un hombre color lenteja 😭💔👇
#Lana_Rhoades 😭💔 https://t.co/g1WnqKDE5l";2021-06-02 20:55:23;;http://pbs.twimg.com/media/E259WHQX0AMshZN.jpg;photo;1;0;"Ya la perdí 💔 y por un hombre color lenteja 😭💔👇
 😭💔 ";['https://t.co/g1WnqKDE5l'];['#Lana_Rhoades'];[];['💔', '😭', '💔', '👇', '😭', '💔'];2021-06-02 20:00:00;perdí hombre color lenteja;1;0,007
1400193891454836744;"Lana Rhoades, actriz pornográfica, anunció que está embarazada.

Yo pienso que el niño debería llamarse Sacaría: Sacaria la mano de Juan, el color de Alberto, el cabello de Rodrigo, y así 🤣

Esto contará como un accidente laboral? No se, pregunto yo 😃 https://t.co/Kw4IgrDd6F";2021-06-02 20:53:32;Cumaná Venezuela;http://pbs.twimg.com/media/E258sc8X0AMereK.jpg;photo;19;8;"Lana Rhoades, actriz pornográfica, anunció que está embarazada.

Yo pienso que el niño debería llamarse Sacaría: Sacaria la mano de Juan, el color de Alberto, el cabello de Rodrigo, y así 🤣

Esto contará como un accidente laboral? No se, pregunto yo 😃 ";['https://t.co/Kw4IgrDd6F'];[];[];['🤣', '😃'];2021-06-02 20:00:00;actriz pornográfica anunció embarazada pienso niño debería llamarse sacaría sacaria mano juan color alberto cabello rodrigo así contará accidente laboral pregunto;1;0,0
1400193304189353984;"@llreyes_m @10Mhdz @tutiofifa @HDWolvie Mi liga se llama
yo hice el hijo de lana rhoades ubicación cualquiera ganamos 425 puntos siempre hay torneo";2021-06-02 20:51:12;con lena paul 😈😏🔥;;;1;0;"    Mi liga se llama
yo hice el hijo de lana rhoades ubicación cualquiera ganamos 425 puntos siempre hay torneo";[];[];['@llreyes_m', '@10Mhdz', '@tutiofifa', '@HDWolvie'];[];2021-06-02 20:00:00;liga llama hice hijo ubicación cualquiera ganamos puntos siempre torneo;1;0,307
1400193258593177603;“joer lana rhoades está preñada a ver si encuentro una sustituta que no me de consentimiento”;2021-06-02 20:51:01;Londres;;;0;0;“joer lana rhoades está preñada a ver si encuentro una sustituta que no me de consentimiento”;[];[];[];[];2021-06-02 20:00:00;joer preñada ver si encuentro sustituta consentimiento;1;0,002
1400193106843160589;El hijo de Lana Rhoades en cuestión https://t.co/2XIMVKcuI8;2021-06-02 20:50:25;;http://pbs.twimg.com/media/E258NYtXEAIUvlY.jpg;photo;1;0;El hijo de Lana Rhoades en cuestión ;['https://t.co/2XIMVKcuI8'];[];[];[];2021-06-02 20:00:00;hijo cuestión;2;0,354
1400192986114408448;El q adivine la nacionalidad del padre de el hijo que va a tener lana rhoades le doy 3€ pp, que empiece el juego;2021-06-02 20:49:56;Gijón, España;;;3;0;El q adivine la nacionalidad del padre de el hijo que va a tener lana rhoades le doy 3€ pp, que empiece el juego;[];[];[];[];2021-06-02 20:00:00;q adivine nacionalidad padre hijo va tener doy pp empiece juego;1;0,006
1400192873539293192;Llevo llamadas dos plantas escrotos y planta subnormal y a un bicho lana rhoades tengo 19 años;2021-06-02 20:49:30;Urithiru;;;0;0;Llevo llamadas dos plantas escrotos y planta subnormal y a un bicho lana rhoades tengo 19 años;[];[];[];[];2021-06-02 20:00:00;llevo llamadas dos plantas escrotos planta subnormal bicho años;1;0,229
1400192769142972423;Los pibes con el embarazo de Lana Rhoades https://t.co/xYwtCSJGHK;2021-06-02 20:49:05;;http://pbs.twimg.com/media/E2575uNXoAsY82d.jpg;photo;4;0;Los pibes con el embarazo de Lana Rhoades ;['https://t.co/xYwtCSJGHK'];[];[];[];2021-06-02 20:00:00;pibes embarazo;1;0,269
1400192683746942978;@marto_mr Lana rhoades embarazada quedé impactado XD https://t.co/QGgkSGNfvZ;2021-06-02 20:48:44;mi casa;http://pbs.twimg.com/media/E2570yiWQAAtoK-.jpg;photo;2;0; Lana rhoades embarazada quedé impactado XD ;['https://t.co/QGgkSGNfvZ'];[];['@marto_mr'];[];2021-06-02 20:00:00;embarazada quedé impactado xd;1;0,467
1400191845460807688;"¿Cómo así que Lana Rhoades va tener un hijo y no es conmigo? 😔😔
JAJAJAJAJA";2021-06-02 20:45:24;Cali-Calentura🔥;;;0;0;"¿Cómo así que Lana Rhoades va tener un hijo y no es conmigo? 😔😔
JAJAJAJAJA";[];[];[];['😔', '😔'];2021-06-02 20:00:00;cómo así va tener hijo conmigo jajajajaja;1;0,001
1400190572317622287;¿En qué escena dijo esto Lana Rhoades? https://t.co/4o3F4qh2lU;2021-06-02 20:40:21;;;;1;0;¿En qué escena dijo esto Lana Rhoades? ;['https://t.co/4o3F4qh2lU'];[];[];[];2021-06-02 20:00:00;escena dijo;1;0,006
1400190472178573314;al hijo de lana rhoades le van a decir pinocho porque está hecho de diferentes palos;2021-06-02 20:39:57;Corrientes, Argentina;;;13;0;al hijo de lana rhoades le van a decir pinocho porque está hecho de diferentes palos;[];[];[];[];2021-06-02 20:00:00;hijo van decir pinocho hecho diferentes palos;1;0,001
1400190143529504770;Así va a nacer el hijo de lana rhoades https://t.co/o4b7ym2Y2T;2021-06-02 20:38:39;valeria ♥;http://pbs.twimg.com/media/E255g9TUcAAhkJb.jpg;photo;621;47;Así va a nacer el hijo de lana rhoades ;['https://t.co/o4b7ym2Y2T'];[];[];[];2021-06-02 20:00:00;así va nacer hijo;2;0,116
